codeInseeImmo,valeur_moyenne_fonciere,local_total,local_maison,local_appart
16097,1653,19,19,0
16076,1093,16,16,0
16070,1173,45,38,7
16308,686,17,17,0
16339,1413,14,14,0
16192,1059,59,47,12
16370,1536,21,21,0
16016,1231,13,9,4
16363,1054,5,5,0
16098,980,2,2,0
16409,964,17,17,0
16141,1160,3,3,0
16238,1458,5,5,0
16237,719,2,2,0
16008,1117,4,4,0
16353,1278,13,13,0
16248,1245,4,4,0
16032,1442,3,3,0
16418,1846,10,10,0
16198,1618,3,3,0
16210,1280,3,3,0
16399,1573,5,5,0
16306,795,9,9,0
16193,1698,15,15,0
16007,1230,16,14,2
16400,1517,15,15,0
16292,2176,105,84,21
16142,2375,5,5,0
16046,1434,19,19,0
16170,1371,5,5,0
16029,1162,4,4,0
16020,1687,5,5,0
16123,1923,8,8,0
16181,1720,14,14,0
16165,1335,9,9,0
16346,644,3,3,0
16383,1209,8,7,1
16024,1837,7,7,0
16412,1466,6,6,0
16421,1355,4,4,0
16056,1635,11,11,0
16171,3295,7,7,0
16182,860,12,12,0
16122,1562,4,4,0
16300,1116,23,23,0
16217,1903,15,15,0
16012,1526,3,3,0
16061,1548,26,26,0
16186,3335,7,7,0
16207,2538,16,11,5
16232,1583,16,16,0
16204,1503,13,13,0
16384,1264,17,17,0
16066,1231,14,14,0
16223,1841,49,47,2
16423,1024,4,4,0
16093,1446,19,19,0
16068,1044,6,6,0
16226,1526,10,10,0
16058,2141,14,14,0
16303,3404,5,5,0
16038,1118,11,11,0
16271,2078,17,17,0
16153,1522,8,8,0
16023,1190,12,12,0
16350,1111,11,11,0
16325,718,4,4,0
16224,1483,7,7,0
16330,1730,5,5,0
16040,723,5,5,0
16084,1182,7,4,3
16285,1141,6,6,0
16047,1397,3,3,0
16133,700,1,1,0
16081,1217,6,6,0
16150,1731,23,23,0
16035,810,8,6,2
16378,1240,10,10,0
16057,1383,4,4,0
16298,1492,7,7,0
16049,1900,10,10,0
16368,1674,18,18,0
16366,1838,19,19,0
16096,1243,11,11,0
16276,1547,12,12,0
16157,545,3,3,0
16011,1358,10,10,0
16185,867,2,2,0
16341,1576,26,14,12
16209,1640,9,9,0
16003,1058,10,10,0
16359,1342,8,8,0
16222,1086,6,6,0
16044,2102,8,8,0
16031,888,9,9,0
16039,1544,3,3,0
16163,1533,10,10,0
16272,1231,4,4,0
16114,1188,6,6,0
16019,1460,18,18,0
16055,1436,9,9,0
16175,1391,7,7,0
16355,2255,15,15,0
16397,901,9,9,0
16269,1306,6,6,0
16169,5941,12,6,6
16108,1797,3,3,0
16392,1268,4,4,0
16329,1044,9,9,0
16310,935,2,2,0
16289,1083,10,10,0
16382,1758,6,6,0
16360,1528,6,6,0
16104,1453,12,12,0
16082,1806,6,6,0
16215,1143,1,1,0
16388,1625,12,12,0
16073,2103,31,19,12
16048,1641,4,4,0
16041,652,2,2,0
16110,1252,12,12,0
16293,1413,6,6,0
16042,1198,4,4,0
16077,1373,3,3,0
16053,273,1,1,0
16086,863,12,12,0
16161,3297,4,4,0
16260,976,7,7,0
16030,1800,11,11,0
16071,1090,5,5,0
16395,1273,1,1,0
16183,1559,3,3,0
16136,799,4,4,0
16140,1325,10,10,0
16189,906,7,7,0
16290,1679,7,7,0
16403,1552,2,2,0
16422,3545,10,10,0
16194,1660,4,4,0
16354,1301,2,2,0
16253,650,7,7,0
16415,1977,11,11,0
16396,601,6,4,2
16052,507,6,6,0
16227,2037,2,2,0
16037,1642,4,4,0
16279,902,3,3,0
16375,1027,3,3,0
16302,1506,1,1,0
16212,649,3,3,0
16338,2744,6,6,0
16191,830,3,3,0
16419,672,1,1,0
16373,577,2,2,0
16025,1722,15,15,0
16013,1279,4,4,0
16312,1545,14,14,0
16239,2061,11,11,0
16387,1271,4,4,0
16280,2619,18,18,0
16135,663,2,2,0
16225,1368,11,7,4
16401,1600,6,6,0
16188,1747,11,11,0
16054,855,2,2,0
16001,629,6,6,0
16062,1560,1,1,0
16143,2805,4,4,0
16213,1683,6,6,0
16347,1486,6,6,0
16131,2343,4,4,0
16162,4745,3,3,0
16105,1408,6,6,0
16277,2053,5,5,0
16060,1264,3,3,0
16026,1528,7,7,0
16352,778,5,5,0
16233,1328,5,5,0
16357,1324,1,1,0
16083,1350,5,5,0
16208,1586,5,5,0
16221,1226,2,2,0
16137,692,1,1,0
16424,1626,3,3,0
16342,1939,1,1,0
16297,1162,2,2,0
16229,826,4,4,0
16067,903,2,2,0
16034,1110,8,8,0
16336,1048,8,8,0
16389,637,1,1,0
16321,752,1,1,0
16130,3837,7,7,0
16091,1182,1,1,0
16345,1283,3,3,0
16246,1462,2,2,0
16315,1343,1,1,0
16109,1260,4,4,0
16362,917,1,1,0
16331,1693,6,6,0
16414,1268,4,4,0
16158,785,2,2,0
16128,893,8,8,0
16111,2082,2,2,0
16405,1792,1,1,0
16390,1302,5,5,0
16079,756,1,1,0
16243,4255,10,10,0
16107,1387,4,4,0
16245,1088,6,6,0
16282,2494,4,4,0
16087,1215,6,6,0
16380,1056,3,3,0
16118,947,2,2,0
16402,1169,6,6,0
16139,1735,5,5,0
16335,933,2,2,0
16256,850,4,4,0
16340,1231,2,2,0
16116,1993,3,3,0
16099,3576,3,3,0
16176,2090,3,3,0
16132,1175,12,11,1
16361,1966,5,5,0
16349,1652,4,4,0
16240,1875,4,4,0
16425,3118,8,8,0
16268,2870,10,10,0
16241,1648,2,2,0
16356,1381,1,1,0
16323,1438,7,7,0
16147,8979,4,4,0
16249,741,2,2,0
16255,833,3,3,0
16220,1615,7,7,0
16316,1477,6,6,0
16127,859,1,1,0
16103,684,1,1,0
16404,1183,2,2,0
16234,1517,3,3,0
16394,1502,1,1,0
16059,257,2,2,0
16326,1582,1,1,0
16164,1388,6,6,0
16275,407,3,3,0
16301,1195,2,2,0
16211,1293,6,6,0
16144,1128,6,6,0
16197,1418,1,1,0
16173,1159,1,1,0
16413,421,2,2,0
16027,265,1,1,0
16334,2430,3,3,0
16145,1591,2,2,0
16045,606,1,1,0
17434,2195,66,46,20
17329,2792,8,8,0
17461,4766,52,29,23
17003,2920,25,23,2
17032,2067,8,8,0
17300,5606,565,194,371
17484,3496,29,27,2
17201,1906,2,2,0
17480,2390,3,3,0
17409,4611,33,32,1
17264,4535,28,25,3
17093,3889,53,48,5
17140,4671,47,42,5
17411,4510,17,16,1
17168,4298,63,56,7
17306,4297,341,133,208
17297,9657,23,23,0
17407,3608,44,44,0
17322,1631,4,4,0
17429,2598,14,12,2
17385,4772,88,83,5
17094,5469,72,53,19
17482,2149,5,5,0
17225,4645,57,55,2
17413,10707,13,8,5
17380,4729,81,60,21
17337,3947,67,61,6
17008,3005,17,17,0
17222,3982,33,33,0
17200,4849,48,39,9
17028,5141,71,40,31
17190,4698,25,20,5
17155,2513,26,25,1
17340,1839,6,6,0
17207,8874,6,6,0
17323,6551,24,24,0
17338,1915,35,35,0
17153,3279,14,14,0
17237,2222,6,6,0
17221,801,3,3,0
17360,16285,30,30,0
17194,3308,21,21,0
17449,2355,72,50,22
17021,3152,37,31,6
17414,3510,37,37,0
17299,6184,273,95,178
17359,3342,12,12,0
17452,4037,61,51,10
17058,3537,32,24,8
17375,2326,9,9,0
17146,2536,26,18,8
17184,1381,3,3,0
17351,2316,8,8,0
17396,2295,12,12,0
17127,2049,21,15,6
17158,3314,13,13,0
17420,4484,23,20,3
17064,3794,39,38,1
17247,3784,7,4,3
17051,7397,21,20,1
17291,4580,42,35,7
17265,3089,18,14,4
17253,1871,6,6,0
17010,9432,30,18,12
17483,3108,16,14,2
17216,2304,12,6,6
17286,11644,20,20,0
17186,2386,7,7,0
17193,3474,21,21,0
17439,1700,9,9,0
17311,3063,21,20,1
17274,4788,74,46,28
17346,1992,8,8,0
17406,1461,4,4,0
17485,4838,21,16,5
17174,1683,10,10,0
17463,3173,9,9,0
17109,3002,9,9,0
17369,12939,27,11,16
17382,1729,6,6,0
17019,12380,23,21,2
17308,2334,21,18,3
17443,3229,19,19,0
17486,5055,15,15,0
17205,2106,2,2,0
17320,1045,2,2,0
17373,2335,18,18,0
17083,2148,6,6,0
17065,2041,16,16,0
17185,1942,9,9,0
17063,1961,2,2,0
17142,3459,31,28,3
17091,2660,21,20,1
17303,1690,5,5,0
17080,1574,4,4,0
17219,3212,43,37,6
17203,3053,1,1,0
17121,9038,19,17,2
17079,3007,14,14,0
17349,2039,24,24,0
17166,4516,26,26,0
17353,2989,13,13,0
17161,9176,22,21,1
17059,2971,13,13,0
17466,2563,9,9,0
17151,2295,3,3,0
17315,2132,5,5,0
17318,6008,8,8,0
17218,2337,47,34,13
17447,2675,17,17,0
17057,1775,4,4,0
17245,3211,6,6,0
17394,1939,7,7,0
17267,2255,5,5,0
17075,2800,16,16,0
17136,5950,7,7,0
17009,2673,7,7,0
17182,1505,4,4,0
17007,2037,5,5,0
17376,2878,15,11,4
17208,3000,3,3,0
17036,2017,2,2,0
17292,1378,5,5,0
17391,2154,6,6,0
17107,2830,10,10,0
17321,3437,5,5,0
17132,1484,5,5,0
17293,2132,6,6,0
17472,2436,8,8,0
17246,1859,3,3,0
17041,1980,5,5,0
17457,1603,8,8,0
17348,1517,3,3,0
17018,3553,3,3,0
17172,1649,2,2,0
17102,2246,1,1,0
17230,3620,8,8,0
17415,3345,22,15,7
17060,1370,3,3,0
17412,610,2,2,0
17295,1319,3,3,0
17133,1963,2,2,0
17425,2546,2,2,0
17147,1630,3,3,0
17113,1010,4,4,0
17269,922,2,2,0
17285,3549,3,3,0
17119,1803,1,1,0
17073,1963,4,4,0
17275,2208,1,1,0
17347,3786,10,6,4
17038,1888,2,2,0
17421,2705,10,9,1
17105,1634,1,1,0
17100,1283,3,3,0
17307,2560,1,1,0
17400,625,1,1,0
17314,1196,1,1,0
17240,1904,2,2,0
17179,1829,2,2,0
17328,1167,1,1,0
17335,1577,1,1,0
17372,952,1,1,0
17077,1808,2,2,0
17148,2799,2,2,0
17239,613,1,1,0
17076,131,2,2,0
17196,1118,3,3,0
17024,768,3,3,0
17056,2111,1,1,0
17397,2788,1,1,0
17257,618,1,1,0
17333,4262,14,11,3
17053,2312,1,1,0
17160,2172,1,1,0
17263,1830,1,1,0
17120,2119,2,2,0
17043,1176,1,1,0
17309,1554,6,6,0
17280,1635,1,1,0
17437,3293,1,1,0
17197,15863,17,6,11
17131,1934,1,1,0
17082,1606,2,2,0
17022,2475,2,2,0
17046,2143,1,1,0
17284,1646,3,3,0
17020,1912,1,1,0
17072,901,3,3,0
17276,1894,1,1,0
17345,2448,1,1,0
17016,761,1,1,0
17164,2198,3,3,0
17387,1192,3,3,0
17325,4595,2,2,0
17441,1473,2,2,0
17302,1565,3,3,0
17104,1436,2,2,0
17052,1518,1,1,0
17283,1091,5,5,0
17211,742,1,1,0
17061,1319,1,1,0
17112,3036,2,2,0
17354,1945,2,2,0
17310,2068,3,3,0
17086,2719,2,2,0
17428,1683,1,1,0
17141,1724,2,2,0
17213,1911,1,1,0
17458,2024,1,1,0
17279,1839,3,3,0
17365,1108,1,1,0
17336,2059,1,1,0
17070,1585,1,1,0
17298,2314,1,1,0
17183,4427,6,6,0
17342,1524,2,2,0
17042,2439,2,2,0
17361,1344,1,1,0
17444,1842,2,2,0
17469,2103,1,1,0
17220,171,1,1,0
17228,3625,1,1,0
17330,2181,1,1,0
17192,1735,1,1,0
17393,3061,1,1,0
17255,1846,1,1,0
17099,773,1,1,0
17005,821,1,1,0
17137,1443,1,1,0
17459,1243,1,1,0
17134,2381,2,2,0
17408,2022,1,1,0
17097,2822,2,2,0
17232,1869,1,1,0
17030,1988,1,1,0
17460,2097,2,2,0
18020,1265,26,25,1
18033,2845,804,338,466
18082,1324,10,10,0
18197,1937,138,88,50
18032,1542,20,18,2
18023,1039,25,25,0
18055,1100,11,11,0
18072,870,8,8,0
18175,1130,13,13,0
18056,1008,10,10,0
18095,1182,5,5,0
18105,1238,11,11,0
18108,1132,68,61,7
18159,3152,18,17,1
18160,936,24,23,1
18141,1405,55,52,3
18279,2331,374,208,166
18029,384,5,5,0
18139,900,3,3,0
18181,1388,2,2,0
18027,844,8,5,3
18233,1128,29,18,11
18003,1164,19,15,4
18218,1813,3,3,0
18193,937,6,4,2
18213,1678,28,28,0
18134,611,9,9,0
18025,912,16,16,0
18009,1115,6,6,0
18113,1011,3,3,0
18290,1117,4,4,0
18035,1591,12,12,0
18194,1190,10,10,0
18281,1807,18,18,0
18074,906,5,5,0
18289,1073,8,8,0
18090,919,13,13,0
18205,2043,86,77,9
18125,1589,14,14,0
18287,1248,6,6,0
18207,1186,59,45,14
18138,1654,20,20,0
18243,2664,11,11,0
18094,521,4,4,0
18087,1383,52,45,7
18208,834,5,5,0
18242,1090,47,36,11
18249,1071,15,15,0
18028,1723,11,11,0
18086,1325,7,7,0
18031,710,6,6,0
18097,2050,21,21,0
18171,2044,7,7,0
18034,1126,7,7,0
18172,891,22,20,2
18178,1048,8,8,0
18067,2917,9,9,0
18158,1050,2,2,0
18150,1563,12,12,0
18054,860,3,3,0
18132,608,4,4,0
18148,1514,24,24,0
18103,1225,25,25,0
18155,858,9,9,0
18127,962,27,25,2
18206,1528,11,11,0
18273,1029,8,8,0
18058,837,18,16,2
18200,776,10,10,0
18057,1036,39,36,3
18267,1754,28,28,0
18046,1013,2,2,0
18015,2141,62,51,11
18245,472,3,3,0
18147,589,4,4,0
18236,487,5,5,0
18240,948,15,13,2
18165,12523,16,15,1
18126,1529,15,15,0
18170,1250,5,5,0
18140,1015,11,11,0
18037,2249,19,17,2
18214,1108,5,5,0
18012,991,14,14,0
18146,1030,3,3,0
18110,692,18,18,0
18219,624,4,4,0
18286,1103,8,8,0
18145,1089,12,12,0
18052,1323,27,19,8
18199,1639,8,8,0
18089,1194,7,7,0
18083,504,16,13,3
18044,947,4,4,0
18018,2485,5,5,0
18265,617,5,5,0
18065,883,9,9,0
18241,2310,26,19,7
18163,1249,11,7,4
18283,832,3,3,0
18011,1817,24,21,3
18230,1029,4,4,0
18204,1843,9,9,0
18133,1090,24,24,0
18282,1561,12,12,0
18247,1645,10,9,1
18092,6249,18,8,10
18255,1723,1,1,0
18272,1048,12,12,0
18084,1470,4,4,0
18216,1335,6,6,0
18192,610,2,2,0
18278,893,9,9,0
18036,1611,7,7,0
18154,489,4,4,0
18059,748,11,9,2
18076,1855,4,4,0
18091,1064,3,3,0
18030,1843,12,12,0
18117,1271,7,7,0
18001,1522,6,6,0
18259,1622,8,8,0
18124,1292,4,4,0
18176,1222,7,7,0
18284,1042,9,9,0
18212,1348,5,5,0
18115,5702,15,15,0
18102,1550,9,9,0
18167,1043,9,9,0
18137,877,11,11,0
18228,2054,2,2,0
18217,256,1,1,0
18180,1674,18,18,0
18161,275,2,2,0
18229,881,5,5,0
18075,1406,7,7,0
18047,727,5,5,0
18050,2203,21,21,0
18263,857,4,4,0
18169,1637,1,1,0
18156,1389,3,3,0
18268,456,3,3,0
18041,1223,4,4,0
18118,1122,8,7,1
18234,758,12,12,0
18144,855,6,6,0
18143,1007,5,5,0
18077,327,2,2,0
18183,809,2,2,0
18231,1796,4,4,0
18271,3459,18,13,5
18017,406,3,3,0
18026,1672,17,17,0
18098,1216,4,4,0
18038,1056,6,6,0
18112,682,3,3,0
18280,1673,7,7,0
18223,1212,21,21,0
18005,2033,14,14,0
18006,3265,1,1,0
18270,714,7,7,0
18153,1438,2,2,0
18188,602,2,2,0
18019,849,5,5,0
18262,1936,6,6,0
18062,1657,4,4,0
18101,1069,6,6,0
18066,675,13,10,3
18187,916,15,15,0
18070,690,5,5,0
18179,1684,7,7,0
18099,425,2,2,0
18004,1242,12,12,0
18129,1838,2,2,0
18235,1243,12,12,0
18195,1113,3,3,0
18189,1721,3,3,0
18116,1079,4,4,0
18016,1249,3,3,0
18209,2476,8,8,0
18043,1413,3,3,0
18248,1435,4,4,0
18173,1217,4,4,0
18201,1384,12,12,0
18142,1173,10,10,0
18168,424,3,3,0
18109,1882,25,18,7
18252,1121,10,10,0
18210,744,6,6,0
18014,1133,5,5,0
18238,712,3,3,0
18220,2179,6,6,0
18269,1062,10,8,2
18121,495,1,1,0
18190,1115,11,11,0
18128,278,3,3,0
18211,2022,5,5,0
18064,956,9,9,0
18257,1151,8,8,0
18063,864,3,3,0
18122,1480,3,3,0
18080,1076,1,1,0
18073,1330,9,9,0
18100,612,10,10,0
18184,1145,6,6,0
18198,1215,2,2,0
18151,1124,8,8,0
18136,269,1,1,0
18275,644,1,1,0
18232,811,2,2,0
18191,1332,4,4,0
18226,1328,1,1,0
18079,1287,6,4,2
18157,1491,7,7,0
18081,1129,5,5,0
18002,1030,3,3,0
18088,1173,3,3,0
18114,686,3,3,0
18227,581,9,9,0
18022,618,5,5,0
18135,933,5,5,0
18096,1322,10,10,0
18107,1633,1,1,0
18021,664,3,3,0
18049,1397,4,4,0
18120,1042,1,1,0
18164,1409,3,3,0
18246,1715,6,4,2
18149,972,2,2,0
18225,941,6,6,0
18130,719,2,2,0
18253,955,5,5,0
18040,547,1,1,0
18256,758,4,2,2
18010,1946,2,2,0
18104,787,1,1,0
18111,575,1,1,0
18266,1124,1,1,0
18254,1404,10,10,0
18196,872,2,2,0
18186,579,3,3,0
18039,28531,1,1,0
18051,456,2,2,0
18285,1505,3,3,0
18185,6267,4,4,0
18045,943,2,2,0
18013,1162,3,3,0
18224,963,4,4,0
18258,545,1,1,0
18274,1000,1,1,0
18069,272,1,1,0
18260,890,1,1,0
18048,1661,1,1,0
18061,298,1,1,0
18060,1086,3,3,0
18221,708,1,1,0
18162,1613,2,2,0
18166,1602,1,1,0
18276,1474,1,1,0
18024,409,1,1,0
18264,798,1,1,0
18182,238,1,1,0
19028,2009,42,15,27
19275,2601,95,51,44
19136,5144,30,19,11
19042,1308,3,3,0
19276,1443,39,24,15
19010,1374,47,28,19
19186,897,4,4,0
19101,951,11,8,3
19038,1263,13,13,0
19272,1648,131,44,87
19135,1175,3,3,0
19190,1293,2,2,0
19062,980,11,9,2
19146,1721,15,6,9
19231,1922,6,6,0
19181,1547,5,5,0
19148,1329,9,9,0
19159,1222,1,1,0
19143,1331,5,5,0
19237,1000,12,10,2
19173,870,4,4,0
19037,1214,16,14,2
19079,1657,11,11,0
19249,1149,11,11,0
19122,776,2,2,0
19250,1323,7,4,3
19007,1235,14,12,2
19020,4765,2,2,0
19061,1159,9,6,3
19131,1130,5,5,0
19090,880,1,1,0
19164,371,12,12,0
19036,1337,18,18,0
19052,912,2,2,0
19014,1404,2,2,0
19134,528,10,4,6
19045,861,2,2,0
19112,769,2,2,0
19140,1546,5,5,0
19211,1754,9,5,4
19065,2680,1,1,0
19269,1259,26,22,4
19056,450,1,1,0
19091,1827,7,7,0
19264,1271,6,6,0
19176,2802,14,14,0
19080,1470,4,4,0
19241,1179,4,4,0
19244,679,2,2,0
19064,1486,1,1,0
19203,4712,32,30,2
19220,1005,9,9,0
19129,1136,11,11,0
19041,1452,7,7,0
19192,1484,10,8,2
19225,2370,2,2,0
19125,1947,10,8,2
19073,1522,31,25,6
19145,1236,3,3,0
19235,1231,1,1,0
19075,1459,3,3,0
19009,1120,2,2,0
19102,1088,4,2,2
19251,758,3,3,0
19060,998,4,4,0
19213,1168,4,4,0
19089,1178,1,1,0
19108,346,3,3,0
19113,1433,13,13,0
19085,1463,2,2,0
19128,943,2,2,0
19259,1321,3,3,0
19149,931,2,2,0
19081,961,4,4,0
19083,2272,2,2,0
19001,2853,8,5,3
19110,2928,5,5,0
19227,1340,5,5,0
19199,875,2,2,0
19055,1066,2,2,0
19215,1304,6,6,0
19168,1017,3,3,0
19118,1065,12,10,2
19100,3530,12,4,8
19265,1079,11,11,0
19157,760,6,2,4
19165,505,8,8,0
19226,2174,3,3,0
19004,1705,3,3,0
19106,444,1,1,0
19208,510,1,1,0
19058,1181,6,6,0
19214,1741,3,3,0
19027,5327,1,1,0
19160,960,3,3,0
19069,869,3,3,0
19018,985,7,7,0
19247,970,1,1,0
19084,950,1,1,0
19033,597,6,6,0
19095,1050,3,3,0
19104,1917,4,4,0
19194,1767,2,2,0
19283,2787,3,3,0
19219,1562,1,1,0
19228,583,1,1,0
19096,1632,2,2,0
19098,875,4,1,3
19082,1389,6,6,0
19255,1184,7,7,0
19040,878,2,2,0
19051,1108,1,1,0
19031,2937,428,171,257
19252,1059,3,3,0
19030,1481,9,9,0
19161,1536,7,7,0
19182,1566,6,6,0
19070,1544,2,2,0
19285,1024,6,6,0
19072,1771,18,18,0
19212,1207,1,1,0
19270,6470,8,8,0
19011,2032,33,28,5
19116,3215,2,2,0
19024,1920,6,6,0
19078,1124,6,4,2
19174,1904,1,1,0
19274,2859,25,20,5
19240,2151,2,2,0
19147,1414,13,11,2
19094,1163,16,16,0
19120,2017,2,2,0
19151,1657,11,11,0
19188,1660,5,5,0
19029,3590,4,4,0
19123,1717,66,37,29
19229,2056,22,21,1
19015,1916,13,13,0
19019,1528,19,16,3
19121,1113,32,27,5
19245,2628,2,2,0
19138,1807,8,5,3
19119,1654,4,4,0
19076,986,4,4,0
19153,2038,35,25,10
19242,1012,3,3,0
19246,2159,15,15,0
19287,1275,1,1,0
19086,1208,2,2,0
19012,2297,1,1,0
19209,2439,1,1,0
19248,1358,5,5,0
19187,1994,5,5,0
19271,1482,3,3,0
19217,2345,1,1,0
19109,1430,4,4,0
19115,1429,4,4,0
19093,2113,8,8,0
19223,1906,1,1,0
19273,1463,6,6,0
19233,411,2,2,0
19216,1193,3,3,0
19063,1408,16,15,1
19289,1867,6,6,0
19261,931,1,1,0
19178,1478,8,8,0
19200,571,1,1,0
19005,1854,30,26,4
19202,1638,17,17,0
19068,1741,14,10,4
19013,1853,6,4,2
19162,2298,7,7,0
19193,5192,3,0,3
19043,2573,4,4,0
19243,1239,9,9,0
19066,1792,7,6,1
19114,178,3,3,0
19046,159,1,1,0
19152,1353,6,6,0
19207,1934,3,3,0
19023,1352,19,18,1
19049,1752,9,9,0
19132,7125,2,2,0
19253,5322,2,0,2
19021,1213,2,2,0
19163,2911,2,2,0
19191,1929,11,11,0
19234,1248,4,4,0
19222,700,1,1,0
19057,3206,7,7,0
19047,584,2,2,0
19097,2001,3,3,0
19107,2712,8,3,5
19278,2043,7,7,0
19180,1225,5,3,2
19196,1541,7,7,0
19117,1782,8,8,0
19144,2750,5,5,0
19067,1391,4,4,0
19201,286,1,1,0
19195,2429,6,6,0
19170,1368,3,3,0
19156,1536,3,3,0
19258,1420,1,1,0
19003,1967,4,0,4
19048,780,1,1,0
19105,2331,2,2,0
19288,1156,7,7,0
19124,1534,7,7,0
19286,667,8,8,0
19158,968,2,2,0
19022,2147,3,3,0
19230,1415,1,1,0
19044,1367,2,2,0
19260,1726,3,3,0
19184,5000,2,2,0
19280,1463,4,4,0
19126,2245,2,2,0
19254,2611,2,2,0
19035,747,1,1,0
19257,1815,2,2,0
19054,804,2,2,0
19239,1098,1,1,0
19025,1290,5,5,0
19169,1557,2,2,0
19050,1862,2,2,0
19154,650,2,2,0
19177,3846,2,2,0
21231,2572,4,0,4
21638,2284,2,2,0
21278,2864,2,2,0
21692,2785,2,2,0
21242,1463,1,1,0
22362,1697,16,14,2
22050,3518,119,40,79
22185,1867,23,23,0
22171,2154,20,20,0
22215,2120,41,35,6
22035,1638,4,4,0
22255,1450,6,6,0
22186,4061,35,24,11
22295,960,14,14,0
22079,1393,27,27,0
22234,1792,5,5,0
22122,962,5,5,0
22183,1024,21,21,0
22187,5247,82,58,24
22251,2992,35,31,4
22210,3320,15,15,0
22136,1514,52,42,10
22278,2208,326,112,214
22349,2019,9,8,1
22361,1731,5,5,0
22360,2067,31,21,10
22127,3595,15,14,1
22162,4011,69,35,34
22055,4463,37,29,8
22315,2432,2,2,0
22011,1445,7,7,0
22019,1472,7,7,0
22046,1344,62,62,0
22209,3952,22,19,3
22001,1180,2,2,0
22364,2259,19,16,3
22345,2831,14,14,0
22093,5632,105,64,41
22221,3325,31,26,5
22168,3796,68,38,30
22371,1393,6,6,0
22193,1621,25,21,4
22198,4052,20,19,1
22262,1916,26,10,16
22190,2272,17,17,0
22172,3979,28,11,17
22143,2898,19,13,6
22184,1295,19,18,1
22054,6805,37,25,12
22074,2536,6,6,0
22287,1121,6,4,2
22118,2275,24,23,1
22029,3261,5,5,0
22281,1645,8,8,0
22311,2207,7,7,0
22282,3710,31,17,14
22195,2105,15,13,2
22073,1347,4,4,0
22111,2155,3,3,0
22384,1055,6,6,0
22203,1425,29,27,2
22339,2228,7,5,2
22306,1297,2,2,0
22113,3436,129,72,57
22020,3778,18,12,6
22002,2432,11,11,0
22070,2093,45,27,18
22222,3489,57,53,4
22076,1745,5,5,0
22356,1910,10,10,0
22240,937,8,6,2
22048,1917,14,14,0
22263,2517,3,3,0
22084,1845,26,21,5
22166,3415,26,25,1
22323,2757,12,12,0
22004,1497,36,31,5
22299,2969,5,5,0
22194,2600,47,42,5
22081,2550,15,15,0
22237,2556,20,20,0
22106,2915,34,19,15
22246,1758,8,8,0
22176,1736,16,12,4
22220,1182,12,12,0
22179,3349,17,13,4
22135,830,13,13,0
22155,1424,10,10,0
22121,1599,12,11,1
22242,2686,6,6,0
22065,1859,6,6,0
22134,2745,20,19,1
22201,8886,10,7,3
22025,1140,26,21,5
22211,2102,19,13,6
22150,1315,4,4,0
22008,2382,13,13,0
22161,1917,6,6,0
22353,4493,28,21,7
22024,997,6,6,0
22325,3797,32,12,20
22258,2215,15,15,0
